,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736786030000,9.0,17.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,3510000.0,648.0,491.0,676.0,,,,,,,,,,1019.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786035000,9.0,20.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,0.0,8.0,9.0,9.0,32470.0,548.0,88941000.0,,,,,,,,,,231.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786040000,9.0,18.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,49.0,1098.0,888.0,846.0,,,,,,,,,,1143.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786045000,8.0,18.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,0.0,10.0,10.0,278.0,1790.0,515.0,1042.0,,,,,,,,,,17015.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786050000,9.0,20.0,17.0,17.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,463.0,1359.0,457.0,467.0,,,,,,,,,,88.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786055000,10.0,19.0,17.0,17.0,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,0.0,10.0,10.0,117710000.0,1038.0,457.0,467.0,,,,,,,,,,976.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786060000,10.0,19.0,17.0,17.0,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,0.0,10.0,10.0,10610000.0,1038.0,457.0,467.0,,,,,,,,,,997.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786065000,10.0,19.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1038.0,91.0,19864000.0,,,,,,,,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786070000,10.0,19.0,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1038.0,369.0,299.0,,,,,,,,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786075000,6.0,19.0,11.0,14.0,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,1.0,1.0,,,,,,,,,,0.0,9.0,6.0,37.0,972.0,26823000.0,15803000.0,,,,,,,,,,1272.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786080000,9.0,19.0,11.0,14.0,,,,,,,,,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,,,,,,,,,0.0,9.0,9.0,2736000.0,2192000.0,26823000.0,15803000.0,,,,,,,,,,14.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786085000,9.0,19.0,11.0,14.0,,,,,,,,,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,,,,,,,,,0.0,9.0,9.0,2304000.0,2192000.0,26823000.0,15803000.0,,,,,,,,,,48.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786090000,9.0,19.0,4.0,6.0,,,,,,,,,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,,,,,,,,,0.0,9.0,9.0,2304000.0,2192000.0,1582.0,2819000.0,,,,,,,,,,27.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786095000,9.0,20.0,0.0,0.0,,,,,,,,,,1.0,0.0,0.0,12.0,1.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,2304000.0,160882.0,26823000.0,5088000.0,,,,,,,,,,6.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786100000,10.0,11.0,9.0,17.0,,,,,,,,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,5697000.0,32008000.0,2951.0,92340000.0,,,,,,,,,,1962.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786105000,9.0,19.0,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,239.0,1510.0,24064000.0,175.0,,,,,,,,,,496.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786110000,7.0,20.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,,,0.0,7.0,7.0,21.0,470.0,221.0,425.0,,,,,,,,,,496.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786115000,1.0,13.0,2.0,2.0,,,,,,,,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,25443000.0,596.0,375.0,1227.0,,,,,,,,,,1137.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786120000,9.0,18.0,0.0,2.0,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,0.0,6.0,9.0,722.0,915.0,586.0,391.0,,,,,,,,,,496.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786125000,9.0,19.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,1457.0,1401.0,202.0,345.0,,,,,,,,,,4999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786130000,10.0,18.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,9.0,420.0,771.0,14711000.0,14711000.0,,,,,,,,,,703.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786135000,9.0,20.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,0.0,9.0,9.0,56826000.0,547346.0,1201000.0,1201000.0,,,,,,,,,,981.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786140000,9.0,20.0,19.0,19.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,1.0,1.0,,,,,,,,,,0.0,9.0,9.0,4617000.0,547346.0,61.0,38.0,,,,,,,,,,998.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786145000,10.0,5.0,19.0,19.0,,,,,,,,,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1098.0,61.0,38.0,,,,,,,,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786150000,10.0,5.0,19.0,19.0,,,,,,,,,,2.0,0.0,0.0,13.0,1.0,1.0,1.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1098.0,61.0,38.0,,,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786155000,10.0,5.0,19.0,19.0,,,,,,,,,,2.0,0.0,0.0,13.0,1.0,1.0,1.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1098.0,61.0,38.0,,,,,,,,,,11.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786160000,10.0,5.0,19.0,19.0,,,,,,,,,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1098.0,61.0,38.0,,,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786165000,10.0,5.0,19.0,19.0,,,,,,,,,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1098.0,61.0,38.0,,,,,,,,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786170000,10.0,5.0,19.0,19.0,,,,,,,,,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1098.0,61.0,38.0,,,,,,,,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786175000,10.0,5.0,12.0,13.0,,,,,,,,,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,,,,,,,,,0.0,10.0,10.0,2560000.0,1098.0,13.0,18.0,,,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786180000,0.0,21.0,0.0,0.0,,,,,,,,,,1.0,0.0,0.0,9.0,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,827.0,1098.0,329000.0,714000.0,,,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786185000,0.0,2.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,980.0,83.0,,,,,,,,,,,,2.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736786215000,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786230000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786235000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786245000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4001000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786255000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,8917000.0,0.0,0.0,0.0,256000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786265000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,726000.0,0.0,0.0,0.0,256000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786270000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,256000.0,0.0,3274000.0,0.0,256000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,1.0,0.0,0.0,256000.0,0.0,264000.0,0.0,256000.0,,,,,,,75977.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786280000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1878.0,17974000.0,1802.0,16533.0,256000.0,7301000.0,256000.0,,,,,,,2111.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786285000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1078.0,1624000.0,256000.0,660000.0,256000.0,594000.0,256000.0,,,,,,,1098.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786290000,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,4.0,3.0,8748000.0,1747.0,256000.0,256000.0,584.0,256000.0,941.0,,,,,,,795.0,-9.223372036854775e+18,-9.223372036854775e+18
1736786295000,10.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,10.0,10.0,627.0,1870.0,380.0,341000.0,84.0,172.0,76.0,,,,,,,953.0,-9.223372036854775e+18,-9.223372036854775e+18
