,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,1,2,3,4,5,6,7,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0
Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736807160000,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807165000,0.0,2.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,4655.0,434125.0,,,,,,,,230.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807170000,9.0,18.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,578.0,404.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807175000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,120.0,139.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807180000,10.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,10.0,10.0,91.0,125.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807185000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,448.0,992.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807190000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,98.0,125.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807195000,9.0,21.0,,,,,,,,1.0,0.0,0.0,11.0,1.0,,,,,,,,0.0,9.0,9.0,72603000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807200000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,315.0,505.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807205000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,146340000.0,223.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807210000,9.0,20.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,9.0,138.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807215000,9.0,18.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,6.0,93.0,670.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807220000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,48168000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807225000,9.0,19.0,,,,,,,,2.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,3906000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807230000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,8.0,402.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807235000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,20700000.0,201.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736807240000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,201.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
