Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,1000.0,,,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,,,1000.0,,,,,,,,0.0,0.0,-1.0,-1.0,1
10,1664.0333333333,,,,,,,,765.0,,,,,,,,332.0,374.0,972435.0,2567.0,1
15,2479.9666666666,,,,,,,,579.0,,,,,,,,278.0,203.0,6100542.0,312.0,1
20,4580.01666667,,,,,,,,685.0,,,,,,,,453.0,378.0,7404246.0,2462.0,1
25,8922.38333333,,,,,,,,764.0,,,,,,,,578.0,506.0,9466895.0,1066.0,1
30,12171.05,,,,,,,,811.0,,,,,,,,714.0,660.0,14795171.0,2760.0,1
35,14292.81666666,,,,,,,,843.0,,,,,,,,748.0,713.0,21947135.0,1361.0,1
40,14292.81666666,,,,,,,,865.0,,,,,,,,784.0,754.0,21947135.0,1361.0,1
45,19306.33333333,,,,,,,,882.0,,,,,,,,986.0,960.0,6544682.0,741.0,1
50,21550.7,,,,,,,,895.0,,,,,,,,986.0,959.0,6544682.0,741.0,1
55,21550.7,,,,,,,,906.0,,,,,,,,988.0,963.0,6544682.0,741.0,1
60,22869.46666666,,,,,,,,914.0,,,,,,,,1000.0,1000.0,16289807.0,1114.0,1
65,28934.98333333,,,,,,,,922.0,,,,,,,,1000.0,1000.0,9229326.0,636.0,1
70,27270.95,,,,,,,,941.0,,,,,,,,1000.0,1000.0,9229326.0,636.0,1
75,26455.01666666,,,,,,,,992.0,,,,,,,,1000.0,1000.0,9229326.0,636.0,1
80,26208.066666659997,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,6437081.0,739.0,1
85,27108.9,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,10908237.0,1158.0,1
90,23860.23333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,10908237.0,1158.0,1
95,21738.46666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,10908237.0,1158.0,1
100,24186.03333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,19707441.0,792.0,1
105,22585.1,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,3367964.0,565.0,1
110,21965.45,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,3367964.0,565.0,1
115,26073.96666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,17639909.0,1362.0,1
120,26826.11666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,17639909.0,1362.0,1
125,20845.066666659997,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,17639909.0,1362.0,1
130,26718.96666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,18331411.0,828.0,1
135,26718.96666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,18331411.0,828.0,1
140,26314.1,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,6485969.0,655.0,1
145,25294.566666659997,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,14541681.0,907.0,1
