Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 8)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 9)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 10)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 11)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 8)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 9)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 10)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 11)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
120,1688.2,1652.5166666666,1639.9,,,,,,,,,,848.0,283.0,231.0,,,,,,,,,,255.0,369.0,160595.0,1795.0,3
125,1776.3666666666,1728.4833333333,1715.1333333333,,,,,,,,,,913.0,321.0,306.0,,,,,,,,,,332.0,433.0,160595.0,1795.0,3
130,1772.9,1724.6,1712.25,,,,,,,,,,964.0,392.0,377.0,,,,,,,,,,416.0,517.0,388202.0,1795.0,3
135,1765.1666666666,1716.25,1703.4166666666,,,,,,,,,,1000.0,464.0,448.0,,,,,,,,,,494.0,592.0,1880693.0,12354.0,3
140,1708.5833333333,1661.4166666666,1773.0666666666,,,,,,,,,,1000.0,522.0,506.0,,,,,,,,,,778.0,642.0,3393937.0,5748.0,3
145,1638.6833333333,1696.2,1687.4333333333,,,,,,,,,,1000.0,527.0,506.0,,,,,,,,,,848.0,694.0,4835902.0,4094.0,3
150,1715.0833333333,1681.7,1682.35,,,,,,,,,,1000.0,571.0,558.0,,,,,,,,,,1000.0,1000.0,6319188.0,3784.0,3
155,1696.7,1670.8166666666,1662.9666666666,,,,,,,,,,1000.0,596.0,589.0,,,,,,,,,,1000.0,1000.0,6586402.0,5297.0,3
160,1700.35,1660.8166666666,1657.65,,,,,,,,,,1000.0,637.0,630.0,,,,,,,,,,1000.0,1000.0,8547427.0,3997.0,3
165,1495.9833333333,1500.7333333333,1496.8,,,,,,,,,,1000.0,673.0,666.0,,,,,,,,,,1000.0,1000.0,10932204.0,4388.0,3
170,1741.6833333333,1686.6666666666,1687.8666666666,,,,,,,,,,999.0,688.0,672.0,,,,,,,,,,1000.0,1000.0,10932204.0,4429.0,3
175,1680.4166666666,1708.5,1705.1666666666,,,,,,,,,,999.0,698.0,684.0,,,,,,,,,,1000.0,1000.0,10932204.0,4429.0,3
180,1758.8333333333,1726.7,1720.2833333332999,,,,,,,,,,999.0,704.0,688.0,,,,,,,,,,1000.0,1000.0,10932204.0,4429.0,3
185,2181.0166666666,2158.5166666666,2154.8,,,,,,,,,,999.0,684.0,677.0,,,,,,,,,,1000.0,1000.0,10932204.0,4429.0,3
190,2181.0166666666,2158.5166666666,2280.2333333333,,,,,,,,,,999.0,684.0,675.0,,,,,,,,,,1000.0,1000.0,16712477.0,4429.0,3
195,2407.1666666666,2375.9666666666,2374.9833333333004,,,,,,,,,,999.0,657.0,640.0,,,,,,,,,,1000.0,1000.0,8004378.0,25928.0,3
200,2407.1666666666,2375.9666666666,2249.9833333333,,,,,,,,,,999.0,657.0,641.0,,,,,,,,,,1000.0,1000.0,8004378.0,6853.0,3
205,2556.6,2425.5,2430.0666666665998,,,,,,,,,,999.0,680.0,666.0,,,,,,,,,,1000.0,1000.0,8004378.0,6853.0,3
210,2461.1833333333,2424.0833333333003,2410.65,,,,,,,,,,999.0,683.0,664.0,,,,,,,,,,970.0,790.0,14132617.0,6853.0,3
215,,,,,,,,,,,,,,,,,,,,,,,,,,,16545372.0,3477.0,0
255,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,6
260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,6
265,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,6
270,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,6
275,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,6
280,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,,6
285,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,-1.0,6
290,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,-1.0,6
295,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,944.0,,,,,,,,,0.0,0.0,-1.0,-1.0,6
300,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,838.0,1000.0,,,,,,,,0.0,0.0,-1.0,-1.0,6
305,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1000.0,,754.0,993.0,,,,,,,,0.0,0.0,-1.0,-1.0,6
310,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,970.0,,682.0,901.0,,,,,,,,0.0,0.0,-1.0,-1.0,6
315,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1000.0,890.0,,623.0,824.0,,,,,,,,0.0,0.0,-1.0,-1.0,6
320,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,985.0,805.0,992.0,537.0,740.0,,,,,,,,0.0,0.0,-1.0,-1.0,6
325,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,900.0,720.0,907.0,453.0,657.0,1000.0,,,,,,,0.0,0.0,-1.0,-1.0,6
330,1.2,0.0,0.1,0.2,0.0,0.0,,,,,,,823.0,637.0,824.0,370.0,570.0,993.0,,,,,,,0.0,0.0,-1.0,-1.0,6
335,76.7333333333,37.1333333333,59.7,63.0166666667,127.0166666666,30.15,,,,,,,801.0,613.0,765.0,307.0,543.0,951.0,,,,,,,26.0,25.0,-1.0,-1.0,6
340,149.9666666666,126.45,148.8333333333,148.1666666666,127.0166666666,124.75,,,,,,,771.0,605.0,722.0,248.0,524.0,924.0,,,,,,,67.0,70.0,-1.0,-1.0,6
345,224.1833333333,195.7,218.1833333333,216.95,196.9166666666,183.7833333333,,,,,,,733.0,592.0,656.0,178.0,522.0,910.0,,,,,,,144.0,159.0,-1.0,-1.0,6
350,345.5666666666,258.8,307.63333333329996,316.7666666666,271.0833333333,251.2333333333,,,,,,,698.0,589.0,587.0,108.0,505.0,900.0,,,,,,,212.0,229.0,-1.0,-1.0,6
355,612.7166666666,519.6833333333,568.15,578.5833333333,516.1166666666,491.1,,,,,,,693.0,556.0,525.0,82.0,445.0,866.0,,,,,,,218.0,248.0,-1.0,-1.0,6
360,878.95,795.7333333332999,850.25,880.35,787.9333333333,768.3666666665999,,,,,,,692.0,506.0,482.0,119.0,389.0,813.0,,,,,,,223.0,253.0,-1.0,-1.0,6
365,1167.2333333333,1043.8166666666,1132.15,1159.5,1038.3666666666,1011.4333333333,,,,,,,676.0,471.0,422.0,142.0,358.0,780.0,,,,,,,231.0,263.0,-1.0,-1.0,6
370,1222.45,1044.0666666666,1187.7,1216.4833333333,1041.4666666665998,1011.4333333333,,,,,,,613.0,498.0,344.0,153.0,443.0,780.0,,,,,,,318.0,343.0,-1.0,-1.0,6
375,1275.4833333333,1223.8166666666,1232.95,1264.7833333332999,1212.7,1183.5666666666,,,,,,,613.0,581.0,321.0,207.0,528.0,780.0,,,,,,,406.0,424.0,193470.0,-1.0,6
380,1486.1833333333,1273.8666666666,1440.8833333333,1477.75,1212.7,1379.2666666666,,,,,,,581.0,666.0,275.0,241.0,612.0,771.0,,,,,,,458.0,478.0,1457092.0,1236.0,6
385,1628.4333333333,1622.9666666665998,1583.8833333333,1628.75,1579.0166666666,1532.1166666666,,,,,,,632.0,698.0,289.0,257.0,696.0,692.0,,,,,,,510.0,533.0,3285522.0,6537.0,6
390,1835.3833333333,1777.6166666666,1751.05,1800.5333333332999,1760.5666666666,1697.9666666665998,,,,,,,699.0,718.0,307.0,277.0,720.0,632.0,,,,,,,561.0,568.0,3894370.0,3553.0,6
395,1858.9166666666,1916.1,1832.75,1881.8,1896.45,1858.5166666666,,,,,,,712.0,701.0,329.0,305.0,707.0,626.0,,,,,,,572.0,563.0,4938381.0,5620.0,6
400,1785.6833333333,1826.7833333332999,1743.6166666666,1796.65,1808.6666666666,1763.9166666666,,,,,,,742.0,709.0,372.0,363.0,726.0,653.0,,,,,,,614.0,602.0,9527883.0,2164.0,6
405,1766.0333333332999,1801.15,1718.2666666666,1773.2,1779.6666666666,1746.8666666666,,,,,,,780.0,691.0,384.0,396.0,692.0,637.0,,,,,,,731.0,695.0,9527883.0,3174.0,6
410,1862.6833333333,1905.8166666666,1825.2666666666,1874.5833333333,1865.95,1804.15,,,,,,,804.0,627.0,393.0,403.0,641.0,581.0,,,,,,,704.0,660.0,10446608.0,3174.0,6
415,1740.85,1838.7,1719.0,1769.85,1821.0333333332999,1786.85,,,,,,,806.0,614.0,420.0,432.0,657.0,568.0,,,,,,,741.0,673.0,10446608.0,7613.0,6
420,1710.8166666666,1736.2333333333,1655.1333333333,1692.9333333333,1705.45,1631.5666666666,,,,,,,806.0,623.0,413.0,436.0,668.0,581.0,,,,,,,803.0,733.0,10446608.0,7613.0,6
425,1701.7166666665998,1795.8166666666,1641.0333333332999,1691.0833333333,1768.0833333333,1689.6,,,,,,,808.0,601.0,418.0,443.0,653.0,554.0,,,,,,,794.0,724.0,16796661.0,7613.0,6
430,1946.35,2083.1333333333,1903.3166666666,1966.4833333333,2054.7666666666,2007.5833333333,,,,,,,870.0,550.0,448.0,473.0,597.0,507.0,,,,,,,707.0,644.0,21875945.0,13760.0,6
435,2082.2333333333,2140.55,2027.9,2084.9333333332997,2115.8833333333,2061.8166666665998,,,,,,,869.0,516.0,446.0,479.0,566.0,473.0,,,,,,,658.0,587.0,14691934.0,4290.0,6
440,2033.4333333333,2309.55,2088.4,2149.7333333333,2336.6,2081.05,,,,,,,917.0,494.0,457.0,488.0,531.0,461.0,,,,,,,678.0,609.0,14691934.0,2957.0,6
445,2272.6333333333,2284.35,2227.7333333333,2296.7166666666,2288.65,2230.0666666665998,,,,,,,951.0,473.0,467.0,494.0,459.0,465.0,,,,,,,629.0,563.0,14691934.0,2957.0,6
450,2347.85,2353.8,2285.8,2364.8833333333,2330.8333333333003,2287.2,,,,,,,961.0,475.0,466.0,495.0,460.0,488.0,,,,,,,578.0,557.0,23905620.0,2957.0,6
455,2353.6333333333,2350.6166666666,2352.1833333333,2403.7333333333004,2328.8333333333003,2268.5,,,,,,,970.0,497.0,494.0,526.0,476.0,511.0,,,,,,,584.0,590.0,28997193.0,12984.0,6
460,2506.5333333333,2539.6333333333,2402.1333333333,2469.1,2515.35,2449.85,,,,,,,970.0,491.0,473.0,510.0,459.0,477.0,,,,,,,574.0,616.0,7579098.0,4094.0,6
465,2627.3333333333003,2630.5166666666,2544.6833333333,2614.0,2605.25,2536.75,,,,,,,970.0,473.0,513.0,533.0,449.0,451.0,,,,,,,425.0,490.0,11951099.0,2874.0,6
470,2409.3,2462.75,2348.2333333333004,2412.8,2444.8,2412.0166666666,,,,,,,981.0,540.0,572.0,596.0,516.0,518.0,,,,,,,467.0,538.0,11194409.0,2452.0,6
475,2363.7666666666,2364.4666666666,2292.15,2358.9666666666,2339.4833333333004,2281.0666666665998,,,,,,,984.0,531.0,542.0,578.0,506.0,519.0,,,,,,,617.0,704.0,14108641.0,2503.0,6
480,2184.3,2266.7833333333,2184.65,2250.4333333332997,2293.2833333333,2226.65,,,,,,,985.0,566.0,568.0,614.0,541.0,542.0,,,,,,,617.0,703.0,14108641.0,3874.0,6
485,2262.4333333332997,2282.1166666666,2211.5166666666,2272.8,2253.3666666666,2193.65,,,,,,,995.0,573.0,561.0,607.0,531.0,557.0,,,,,,,623.0,723.0,20904746.0,3874.0,6
490,2088.7166666666,2213.0,2078.5166666666,2146.7333333333,2187.85,2079.1166666666,,,,,,,995.0,612.0,588.0,637.0,572.0,586.0,,,,,,,672.0,767.0,26394735.0,8647.0,6
495,2298.4333333332997,2251.4,2224.9,2290.5333333333,2219.9333333332997,2098.0666666665998,,,,,,,989.0,586.0,554.0,606.0,538.0,555.0,,,,,,,641.0,751.0,16494294.0,5610.0,6
500,2532.7333333333004,2409.4,2295.55,2366.6,2379.85,2292.0833333333,,,,,,,987.0,556.0,544.0,595.0,523.0,533.0,,,,,,,572.0,675.0,16494294.0,5371.0,6
505,2316.75,2356.15,2251.9333333332997,2308.4,2336.6166666666,2282.8666666666,,,,,,,987.0,595.0,575.0,627.0,563.0,573.0,,,,,,,576.0,679.0,26001442.0,5371.0,6
510,2201.5833333333,2273.75,2160.3666666666,2206.5833333333,2249.3333333333,2146.8666666666,,,,,,,987.0,614.0,594.0,647.0,583.0,577.0,,,,,,,635.0,717.0,26001442.0,2931.0,6
515,2096.7333333333,,1952.6833333333,2023.65,,2023.3833333333,,,,,,,987.0,,587.0,641.0,,595.0,,,,,,,592.0,663.0,26001442.0,2931.0,4
520,,,,,,,,,,,,,,,,,,,,,,,,,,,34078025.0,2931.0,0
550,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15252950.0,3827.0,1
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,16036.0,3827.0,9
560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,8500.0,9
565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,9
570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,9
575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,9
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,9
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,-1.0,,9
590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1000.0,,,,,,,,,,,,0.0,0.0,-1.0,-1.0,9
595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,954.0,,,,1000.0,,,1000.0,,,,,0.0,0.0,-1.0,-1.0,9
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,847.0,1000.0,,,1000.0,,1000.0,936.0,,,,,0.0,0.0,-1.0,-1.0,9
605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,757.0,984.0,973.0,,893.0,,1000.0,841.0,,,,,0.0,0.0,-1.0,-1.0,9
610,30.433333333333,23.016666666666,20.0,0.0,1.95,0.0,2.083333333333,36.8333333333,0.0,,,,729.0,902.0,891.0,,808.0,,928.0,768.0,1000.0,,,,0.0,0.0,-1.0,-1.0,9
615,99.95,94.4666666666,91.4333333333,104.3333333333,58.4833333333,114.7666666666,59.0166666667,104.75,70.5833333333,,,,726.0,835.0,823.0,993.0,761.0,985.0,880.0,713.0,999.0,,,,0.0,0.0,-1.0,-1.0,9
620,216.6333333333,202.1833333333,195.3166666666,233.3166666666,143.1833333333,252.0333333333,142.4833333333,229.8666666666,185.1833333333,,,,705.0,763.0,751.0,921.0,732.0,909.0,845.0,635.0,999.0,,,,0.0,0.0,-1.0,-1.0,9
625,345.75,329.2,339.7666666666,329.7833333333,283.0333333333,366.45,280.5666666666,322.0166666666,383.5333333333,,,,686.0,692.0,678.0,857.0,667.0,853.0,780.0,572.0,972.0,,,,8.0,0.0,-1.0,-1.0,9
630,468.1333333333,447.75,451.8833333333,470.9666666666,398.55,496.25,396.4833333333,474.6666666666,532.0,,,,683.0,625.0,614.0,787.0,599.0,781.0,710.0,499.0,916.0,,,,8.0,0.0,-1.0,-1.0,9
635,630.2833333333,627.7666666666,640.15,633.0,551.8166666666,642.4833333333,550.8,629.4,640.5166666666,,,,675.0,559.0,546.0,727.0,537.0,727.0,650.0,441.0,880.0,,,,8.0,0.0,-1.0,-1.0,9
640,646.3,747.2666666666,777.35,745.0666666666,662.5,757.85,659.55,737.9,640.5166666666,,,,675.0,528.0,522.0,710.0,499.0,701.0,612.0,427.0,880.0,,,,43.0,27.0,-1.0,-1.0,9
645,844.0333333333,812.3,845.15,806.6666666666,662.5,815.0166666666,659.55,797.9666666666,640.5166666666,,,,639.0,447.0,442.0,627.0,499.0,619.0,612.0,345.0,880.0,,,,116.0,120.0,-1.0,-1.0,9
650,943.9333333333,896.5333333333,924.15,915.5166666666,662.5,956.75,659.55,907.15,985.1333333333,,,,590.0,369.0,361.0,546.0,499.0,540.0,612.0,265.0,846.0,,,,207.0,209.0,-1.0,-1.0,9
655,1150.5666666666,1103.1833333333,1134.2,1128.5666666666,1017.0166666666,1179.9666666666,928.8833333333,1127.2833333333,1209.6666666666,,,,614.0,304.0,297.0,481.0,465.0,472.0,612.0,200.0,806.0,,,,208.0,209.0,-1.0,-1.0,9
660,1346.6166666666,1300.5833333333,1351.7166666666,1286.3833333333,1247.0333333333,1332.7666666666,1258.0,1307.1166666666,1301.25,,,,696.0,263.0,246.0,437.0,417.0,438.0,585.0,207.0,793.0,,,,208.0,209.0,-1.0,-1.0,9
665,1386.6166666666,1331.2666666666,1382.55,1398.6,1344.9833333333,1384.2333333333,1339.0333333333,1387.9333333333,1301.25,,,,784.0,276.0,268.0,429.0,488.0,438.0,569.0,283.0,793.0,,,,269.0,271.0,7744002.0,-1.0,9
670,1520.55,1447.7666666666,1498.85,1479.3,1364.7833333333,1511.1833333333,1363.4666666666,1430.1833333333,1327.0,,,,829.0,293.0,293.0,349.0,569.0,377.0,629.0,282.0,793.0,,,,339.0,341.0,9397957.0,3531.0,9
675,1561.7333333333,1533.7,1570.1666666666,1560.4666666666,1334.5833333333,1574.5833333333,1385.4,1547.1166666666,1256.4166666666,,,,832.0,317.0,313.0,302.0,627.0,337.0,679.0,299.0,794.0,,,,349.0,377.0,10509767.0,3417.0,9
680,1534.0666666666,1482.3833333333,1557.8333333333,1438.2166666666,1599.1,1437.3166666666,1596.2333333333,1427.5833333333,1141.8166666666,,,,796.0,311.0,317.0,290.0,661.0,329.0,698.0,294.0,794.0,,,,419.0,449.0,10509767.0,3152.0,9
685,1425.9,1366.3666666666,1420.0166666666,1367.2833333333,1459.25,1364.0666666666,1458.15,1363.9,1217.9166666666,,,,739.0,297.0,305.0,270.0,640.0,301.0,679.0,275.0,822.0,,,,561.0,600.0,10509767.0,3152.0,9
690,1469.45,1396.5,1449.9,1393.5666666666,1412.25,1416.6333333333,1411.1166666666,1373.15,1420.6833333333,,,,728.0,298.0,306.0,270.0,629.0,303.0,669.0,277.0,868.0,,,,594.0,641.0,16977886.0,3152.0,9
695,1394.3,1355.4666666665998,1387.4166666666,1336.6166666666,1463.1666666666,1383.5,1458.9,1321.6833333333,1418.1666666666,,,,731.0,324.0,335.0,288.0,627.0,327.0,662.0,295.0,893.0,,,,627.0,682.0,22613434.0,14645.0,9
700,1637.6333333333,1435.85,1467.3,1447.35,1456.4833333333,1513.3,1458.0833333333,1441.55,1676.0833333333,,,,729.0,293.0,298.0,245.0,639.0,288.0,675.0,248.0,829.0,,,,617.0,706.0,26844551.0,3896.0,9
