,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,1,2,3,4,5,6,7,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0
Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736804915000,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,29647000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804920000,0.0,2.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,43.0,121.0,,,,,,,,2679000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804925000,1.0,2.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,1.0,1.0,8.0,1610.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804930000,6.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,6.0,249.0,4238.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804935000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,209106000.0,96.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804940000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,408.0,687.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804945000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,54.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804950000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,88767000.0,1608.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804955000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,8001000.0,1608.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804960000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,53.0,317.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804965000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,5733000.0,335.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804970000,9.0,20.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,2304000.0,81054.0,,,,,,,,1593.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804975000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,7.0,111.0,,,,,,,,823.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804980000,9.0,19.0,,,,,,,,2.0,0.0,0.0,10.0,2.0,,,,,,,,0.0,9.0,9.0,3843000.0,301.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804985000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,301.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804990000,9.0,18.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,3.0,112.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736804995000,9.0,21.0,,,,,,,,1.0,0.0,0.0,11.0,1.0,,,,,,,,0.0,9.0,9.0,2889000.0,202.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
