,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,1,2,3,4,5,6,7,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0
Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736811665000,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,19864000.0,26825000.0,,,,,,,,4944.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811670000,0.0,2.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,44.0,229.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811675000,9.0,18.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,94.0,118.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811680000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,91.0,125.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811685000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,114687000.0,214.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811690000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,9360000.0,214.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811695000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,21.0,125.0,,,,,,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811700000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,6723000.0,125.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811705000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,125.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811710000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,8.0,223.0,,,,,,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811715000,9.0,19.0,,,,,,,,2.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,5940000.0,134.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811720000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,134.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811725000,8.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,8.0,9.0,3.0,4668.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811730000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,10.0,288.0,,,,,,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811735000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,251.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811740000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,251.0,,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736811745000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,6.0,322.0,,,,,,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
